playerid;overallrating;potential;birthdate;playerjointeamdate;contractvaliduntil;haircolorcode;eyecolorcode;skintonecode;headtypecode;bodytypecode;height;weight;preferredfoot;skillmoves;internationalrep;hashighqualityhead;isretiring;nationid;preferredposition1;preferredposition2;preferredposition3;preferredposition4;firstname;lastname;acceleration;sprintspeed;agility;balance;jumping;stamina;strength;reactions;aggression;interceptions;positioning;vision;ballcontrol;crossing;dribbling;finishing;freekickaccuracy;headingaccuracy;longpassing;shortpassing;marking;shotpower;longshots;standingtackle;slidingtackle;volleys;curve;penalties;gkdiving;gkhandling;gkkicking;gkreflexes;gkpositioning
273463;78;83;152793;160815;2030;0;3;4;1009;2;176;74;1;3;1;1;0;54;10;14;-1;-1;João Victor;Gomes da Silva;56;52;74;82;69;78;68;75;84;79;68;73;77;64;73;64;63;68;77;78;74;75;65;81;77;55;60;69;7;14;10;13;14
274536;76;83;152474;161382;2028;21;9;9;1021;5;191;81;1;2;1;0;0;70;5;-1;-1;-1;Moïse;Bombito;92;93;54;48;88;64;81;69;75;70;59;55;69;51;65;55;29;77;59;70;74;50;42;79;74;22;43;32;7;5;5;10;9
277537;78;84;152787;161698;2030;0;9;7;4502;5;188;85;2;2;1;0;0;54;5;7;-1;-1;Bernardo;de Souza;62;62;56;52;84;73;82;76;82;78;29;44;70;39;66;27;37;77;62;74;75;51;26;80;80;33;35;47;14;13;8;6;8
206585;79;79;150469;161698;2028;3;3;2;1509;4;189;89;1;1;2;1;0;45;0;-1;-1;-1;Kepa;Arrizabalaga;38;42;45;38;60;35;55;77;20;20;10;60;33;13;20;11;15;15;60;60;20;62;10;17;18;10;20;23;77;78;82;81;77
207421;83;83;150531;160805;2027;8;3;2;17;2;171;67;1;4;3;1;0;7;27;25;16;-1;Leandro;Trossard;87;75;92;85;74;76;55;82;47;18;83;81;84;79;84;83;69;65;77;82;30;83;78;31;18;80;83;75;14;8;11;7;7
210697;80;80;150262;161707;2027;0;3;2;1506;5;187;77;1;3;1;1;0;13;10;14;-1;-1;Christian;Nørgaard;52;47;61;67;72;82;78;80;80;84;66;70;76;68;69;63;65;69;80;79;77;72;64;80;79;51;74;62;11;9;13;11;14
220901;87;87;150816;161336;2028;0;4;4;1541;2;183;75;1;1;4;1;0;45;0;-1;-1;-1;David;Raya Martin;64;59;68;45;64;31;38;84;29;11;15;68;43;12;19;19;15;20;67;62;28;65;14;14;13;20;18;26;86;84;87;87;85
225193;83;83;151097;161390;2028;0;4;2;2507;5;189;83;2;3;3;1;0;45;14;25;10;-1;Mikel;Merino Zazón;64;63;63;63;85;82;78;84;83;83;81;80;84;77;82;80;69;87;80;84;78;85;76;82;76;58;80;70;9;12;9;14;13
227813;77;77;151273;160623;2026;4;2;3;2019;1;175;64;2;3;2;1;0;49;7;14;-1;-1;Oleksandr;Zinchenko;67;59;79;79;66;68;53;77;74;78;75;78;78;80;78;58;76;70;79;79;75;78;73;78;77;61;83;58;15;11;13;11;11
230666;80;80;151382;160605;2027;21;9;5;1502;326;175;73;1;4;3;1;0;54;25;18;-1;-1;Gabriel;Fernando de Jesus;85;78;88;89;84;63;65;80;82;32;81;78;84;73;87;79;54;76;66;79;45;82;75;30;28;77;75;75;13;8;6;15;6
231936;83;83;151570;160266;2028;6;1;4;2019;4;185;77;1;2;3;1;0;14;3;12;-1;-1;Benjamin;White;68;71;68;61;82;78;77;84;81;84;59;76;79;77;74;30;20;78;79;80;83;53;27;84;82;23;64;24;8;11;12;6;5
232580;89;90;151642;159934;2029;0;9;8;1007;5;190;87;2;2;4;1;0;54;5;-1;-1;-1;Gabriel;dos S. Magalhães;61;67;51;37;88;71;89;89;89;89;52;63;71;42;64;37;31;91;76;79;90;62;39;88;90;33;57;51;12;8;13;7;10
234378;88;89;152033;160981;2028;3;2;3;3513;5;185;80;1;3;4;1;0;14;10;14;-1;-1;Declan;Rice;71;73;63;65;84;93;79;88;85;86;77;82;84;89;82;64;75;79;86;87;81;87;83;86;85;50;87;71;8;11;14;9;5
235794;84;85;151834;161751;2029;0;9;9;1033;2;178;67;1;4;3;1;0;14;18;27;14;16;Eberechi;Eze;73;75;87;89;70;76;68;84;58;57;80;85;87;78;87;80;77;56;81;84;55;81;82;63;48;79;83;76;10;12;9;10;14
241651;86;87;151809;161723;2030;5;2;1;4008;6;189;94;1;3;4;1;0;46;25;-1;-1;-1;Viktor;Gyökeres;86;88;79;72;95;93;91;87;87;28;88;79;83;72;80;88;71;81;58;78;34;88;80;34;16;77;72;88;10;13;11;8;14
243715;88;90;152833;159530;2030;0;3;7;529;5;193;85;1;2;4;1;0;18;5;-1;-1;-1;William;Saliba;76;78;53;46;90;72;88;87;83;88;54;62;77;58;74;35;35;83;77;80;89;60;23;90;88;34;55;47;7;10;6;11;8
248148;84;87;152052;161703;2030;3;7;4;3;2;180;74;1;3;3;1;0;45;10;14;-1;-1;Martín;Zubimendi Ibáñez;67;66;74;75;77;85;67;85;80;83;79;83;84;70;77;69;56;65;85;86;81;76;73;82;79;70;73;45;7;6;12;13;14
251805;83;86;152918;160980;2028;0;4;7;1024;2;179;78;1;3;3;1;0;34;3;7;5;12;Jurriën;Timber;76;76;71;76;88;79;82;84;76;83;70;69;79;78;77;41;31;76;71;80;83;61;46;84;81;41;65;42;6;6;8;14;14
254796;80;84;153184;161715;2030;0;9;9;1023;1;182;75;2;4;1;1;0;14;23;12;-1;-1;Noni;Madueke;89;88;81;79;76;75;67;76;67;45;79;75;83;74;85;75;65;55;67;76;45;79;74;45;30;65;76;75;5;13;6;15;12
256958;78;81;152535;160602;2026;0;5;2;2508;1;173;61;2;3;1;1;0;38;18;14;12;-1;Fábio Daniel;Ferreira Vieira;73;70;77;71;56;63;48;76;51;58;73;82;80;74;79;71;68;46;79;80;57;77;76;60;48;65;74;69;9;5;15;6;13
257711;80;84;153254;161361;2029;6;5;2;2019;5;188;86;2;3;1;0;0;27;7;5;10;-1;Riccardo;Calafiori;74;72;69;69;86;77;78;80;79;78;74;69;77;75;75;64;65;77;70;79;77;77;70;79;81;67;76;50;9;11;5;11;6
264846;77;85;154024;161721;2030;0;9;9;1011;5;188;79;1;2;1;1;0;45;5;-1;-1;-1;Cristhian;Mosquera Ibargüen;73;74;68;69;85;79;74;75;77;77;28;58;67;44;40;39;28;77;70;73;77;65;49;80;76;29;33;49;8;6;13;7;8
265693;78;81;152430;160808;2026;3;4;2;2002;4;189;75;2;2;1;1;0;37;5;7;-1;-1;Jakub;Kiwior;63;70;54;55;83;69;79;79;77;78;57;66;76;65;74;29;34;77;75;80;80;62;28;79;78;32;54;39;7;7;6;14;13
222665;86;88;152005;160287;2028;2;2;2;4003;1;178;68;2;5;4;1;0;36;14;18;-1;-1;Martin;Ødegaard;68;68;85;83;63;84;55;88;64;69;78;90;88;86;87;79;82;55;88;90;68;82;80;72;57;79;84;68;14;15;15;10;8
231448;75;78;152363;158586;2026;0;9;6;1005;1;175;70;1;4;1;1;0;14;12;16;23;-1;Reiss;Nelson;78;75;82;80;57;64;53;73;42;42;70;72;78;72;79;70;67;39;66;73;31;69;59;37;37;59;66;61;12;12;11;15;11
235790;82;84;152181;160964;2028;3;2;2;53;270;193;82;2;4;3;1;0;21;25;14;18;-1;Kai;Havertz;71;72;70;54;85;85;75;81;56;43;84;81;85;75;84;80;53;81;77;82;45;81;74;47;41;81;81;83;6;8;11;12;10
246669;88;90;152998;159216;2027;0;9;9;1024;1;178;65;2;3;4;1;0;14;23;12;-1;-1;Bukayo;Saka;87;81;85;88;72;86;68;88;68;62;86;86;88;90;89;84;74;49;77;85;60;79;81;62;60;79;88;87;7;8;13;13;9
248732;73;81;153218;159453;2026;19;2;2;17;4;193;76;1;1;1;1;0;208;0;-1;-1;-1;Karl;Hein;33;38;36;31;60;40;62;70;18;12;6;41;12;10;10;8;12;17;38;37;9;52;7;16;15;6;13;18;72;71;69;76;73
251566;81;84;152919;159507;2027;0;3;3;1502;1;178;75;1;4;3;1;0;54;27;16;-1;-1;Gabriel Teodoro;Martinelli Silva;92;89;87;81;83;82;63;78;80;39;80;77;82;77;85;79;68;72;65;77;44;77;73;44;43;81;74;62;10;6;7;6;6
225793;72;72;151669;161333;2026;0;3;5;2015;2;184;79;1;2;1;1;0;14;3;5;7;12;Ben;Godfrey;69;85;65;64;79;63;79;70;80;73;46;56;60;60;57;34;32;70;63;66;70;52;54;72;73;40;54;43;7;6;12;11;14
251470;82;86;152819;161333;2028;6;3;4;3;4;192;74;2;4;3;1;0;7;18;25;14;-1;Charles;De Ketelaere;72;71;79;62;79;78;69;77;55;58;82;83;87;76;86;78;72;75;80;83;45;82;79;59;54;76;79;69;11;8;14;8;8
255611;74;81;153034;161549;2026;6;5;2;4010;4;188;83;1;3;1;0;0;27;18;14;-1;-1;Daniel;Maldini;66;74;69;63;71;69;67;72;46;35;72;73;81;75;77;64;78;65;69;78;31;73;78;50;40;75;78;70;12;12;14;14;13
257785;72;75;152404;161698;2026;1;1;1;2507;4;188;80;2;2;1;0;0;27;14;18;-1;-1;Marco;Brescianini;61;64;58;65;73;69;73;73;73;67;71;71;74;64;71;70;57;67;72;73;68;74;72;68;63;55;56;54;6;14;9;10;7
262113;77;79;153138;161746;2029;6;3;2;2022;2;175;68;1;3;1;0;0;37;16;12;18;7;Nicola;Zalewski;80;85;80;75;59;75;49;73;66;64;76;74;79;76;80;60;72;45;68;77;65;72;68;67;64;69;76;69;10;5;7;15;8
266304;66;75;153223;160429;2026;5;1;2;2020;4;193;75;1;2;1;0;0;27;5;-1;-1;-1;Giorgio;Cittadini;45;45;39;57;65;42;67;62;65;66;25;25;61;29;33;22;34;70;42;61;65;44;26;71;69;33;37;30;10;14;9;14;5
271577;72;80;153622;161349;2026;21;9;10;1038;2;180;72;1;2;1;1;0;117;10;14;-1;-1;Ibrahim;Sulemana;76;67;76;79;75;79;67;74;79;75;62;63;68;58;66;55;49;61;68;70;69;77;67;72;73;59;56;53;7;9;15;11;10
277839;76;80;152480;161748;2030;6;9;2;4001;6;185;83;1;2;1;0;0;15;25;-1;-1;-1;Nikola;Krstović;65;67;61;59;84;77;80;75;58;18;82;60;74;48;70;79;66;78;45;67;20;77;72;18;25;70;58;70;9;14;8;6;10
194894;62;62;149214;155885;2026;6;3;2;2507;4;193;83;1;1;1;0;0;27;0;-1;-1;-1;Francesco;Rossi;22;21;55;40;35;22;30;51;14;27;11;30;19;19;21;11;22;14;12;17;20;47;12;17;16;16;22;14;63;62;63;62;60
207993;78;78;149999;160972;2026;0;3;2;3505;3;183;85;2;2;2;1;0;8;5;-1;-1;-1;Sead;Kolašinac;54;67;57;58;81;78;82;78;84;77;69;65;72;73;65;60;42;76;63;74;79;73;58;80;77;55;61;54;15;9;16;9;7
208165;79;79;149878;158246;2026;6;3;2;3513;5;190;83;1;2;1;0;0;1;5;-1;-1;-1;Berat;Djimsiti;63;65;40;51;84;77;79;79;80;80;55;56;67;53;41;36;30;81;68;71;84;52;30;81;77;32;42;38;10;6;13;10;10
208461;81;81;149185;158816;2026;6;5;2;57;5;186;76;1;3;3;1;0;34;14;10;-1;-1;Marten;de Roon;53;67;59;69;74;90;73;78;86;83;70;74;81;70;77;70;54;75;84;85;82;79;78;88;79;65;61;80;14;15;7;12;12
216065;76;76;149593;161715;2028;3;4;4;2031;5;192;87;1;1;2;0;0;27;0;-1;-1;-1;Marco;Sportiello;48;38;55;58;67;37;66;68;23;29;18;58;22;13;19;18;21;18;52;55;26;56;17;17;13;12;30;21;75;72;74;76;79
216150;79;79;149625;160291;2026;0;3;2;52;1;182;70;1;3;2;1;0;27;16;12;7;-1;Davide;Zappacosta;78;74;71;69;75;80;61;76;75;77;79;70;78;84;79;71;59;69;75;79;75;79;75;78;78;69;78;59;11;9;8;11;6
223273;79;79;150598;159934;2028;5;6;2;525;5;188;77;1;4;3;0;0;10;14;18;10;-1;Mario;Pašalić;68;69;72;57;74;83;72;74;76;72;81;78;84;68;81;78;59;65;79;82;61;78;76;72;61;73;69;61;11;13;13;14;13
226710;78;79;152020;161004;2027;0;3;4;1512;5;196;85;1;3;3;1;0;27;25;-1;-1;-1;Gianluca;Scamacca;61;69;61;54;87;51;83;76;58;26;80;71;79;44;74;81;68;83;70;75;40;83;78;28;20;79;69;68;12;10;11;12;7
239368;75;80;152556;160973;2027;1;5;4;3512;5;189;86;2;2;1;1;0;34;7;16;12;-1;Mitchel;Bakker;77;80;64;63;85;82;81;74;79;70;71;66;72;73;74;59;46;70;68;74;72;80;58;73;69;48;64;48;14;7;11;9;8
246875;80;85;152754;161698;2029;0;9;10;1015;4;191;79;1;2;3;1;0;108;5;-1;-1;-1;Odilon;Kossounou;74;84;62;56;80;76;79;76;78;81;44;57;69;58;66;26;23;79;74;76;80;52;24;83;80;28;33;32;5;8;6;6;10
247229;78;79;152522;161385;2029;0;9;4;521;5;188;82;1;3;1;0;0;27;12;3;-1;-1;Raoul;Bellanova;82;90;65;62;81;81;71;75;70;70;69;68;78;80;79;61;33;68;72;78;72;55;40;73;71;35;60;41;8;8;9;6;8
253002;78;81;152433;161896;2030;0;4;1;3510;2;172;69;1;4;2;1;0;27;25;16;18;-1;Giacomo;Raspadori;83;77;82;84;75;65;56;79;59;26;80;74;83;62;84;79;65;69;66;80;24;76;78;23;21;79;72;76;13;14;7;9;7
255529;74;81;153026;160997;2026;0;9;9;1024;5;185;77;1;3;1;1;0;126;25;16;18;-1;El Bilal;Touré;78;78;77;73;84;70;72;70;49;17;73;63;76;54;76;75;50;74;56;70;19;73;68;14;19;58;54;71;8;15;12;12;8
256035;72;76;153161;161699;2029;0;9;9;1048;2;175;70;1;4;1;1;0;117;18;16;25;14;Kamaldeen;Sulemana;90;86;88;87;66;62;60;69;50;26;65;69;73;63;78;65;50;42;61;71;30;68;65;25;25;61;73;55;6;13;7;14;12
256115;76;82;153170;161698;2029;0;7;2;56;2;184;70;2;4;1;1;0;51;14;10;18;-1;Lazar;Samardžić;75;64;77;71;61;59;64;73;52;64;73;78;82;65;80;73;66;40;78;81;58;78;78;65;58;61;75;50;11;14;14;15;11
260697;78;81;152032;161152;2028;0;9;8;2003;5;191;88;1;2;1;1;0;46;5;-1;-1;-1;Isak;Hien;63;74;48;49;83;66;89;77;83;80;39;49;64;28;54;30;25;72;58;62;81;49;39;81;75;33;29;45;12;5;10;13;11
266866;82;85;152207;160607;2027;0;9;8;1508;2;183;83;1;3;3;1;0;54;14;10;-1;-1;Éderson José;dos Santos;78;78;69;66;80;89;77;80;80;83;74;80;84;70;81;72;50;65;82;84;80;78;70;84;75;59;65;57;14;10;12;13;13
271399;63;72;153494;161698;2026;3;4;1;2008;2;181;74;1;3;1;0;0;27;12;3;23;-1;Andrea;Oliveri;76;72;71;69;59;51;49;60;55;63;56;57;64;66;58;56;59;52;58;66;53;60;55;65;66;51;62;59;12;14;7;7;11
279529;61;76;154752;161185;2026;20;9;1;58;1;182;75;1;2;1;0;0;27;10;14;-1;-1;Leonardo;Mendicino;58;61;65;58;53;61;58;61;52;58;33;48;62;29;55;21;40;48;60;64;59;51;32;62;60;38;39;40;6;12;12;6;11
193747;81;81;149470;156403;2026;3;3;4;3518;2;176;77;1;3;3;1;0;45;14;10;-1;-1;Jorge;Resurrección;53;45;59;81;69;83;75;80;78;79;74;82;81;85;77;68;77;61;81;84;78;82;74;79;70;57;84;67;14;12;5;13;10
213565;77;77;150874;159141;2026;0;9;8;1036;1;171;63;2;4;3;1;0;18;14;16;18;10;Thomas;Lemar;72;72;79;79;64;60;57;76;63;75;77;78;79;79;79;72;79;54;77;79;55;77;76;76;69;75;84;69;11;15;13;14;7
230899;83;83;151582;161914;2030;0;9;8;1031;1;174;71;1;4;3;1;0;133;25;18;-1;-1;Ademola;Lookman;88;81;89;81;81;73;63;84;68;35;87;80;86;66;87;85;56;71;62;80;30;86;80;23;24;80;72;62;12;12;9;6;15
233486;81;82;151239;161359;2029;6;7;4;2019;5;187;80;1;2;3;1;0;45;5;-1;-1;-1;Robin;Le Normand;65;69;54;62;88;73;86;83;76;81;21;48;74;35;56;26;25;84;73;81;82;50;22;82;79;38;40;34;9;13;14;10;15
240690;79;79;151750;161698;2026;0;3;4;1502;1;180;72;2;4;3;1;0;52;16;12;27;-1;Nico;Gonzalez;83;86;82;75;79;73;51;75;71;50;81;74;80;75;80;78;54;80;68;79;45;75;70;55;48;73;70;81;10;6;9;8;5
245371;79;86;152866;161720;2030;0;9;4;2017;2;171;63;1;4;3;0;0;52;18;27;14;-1;Thiago;Almada;86;74;92;93;53;69;50;74;64;58;76;81;83;74;82;70;83;39;74;80;44;78;76;57;51;73;85;75;12;8;9;10;8
246191;87;90;152415;161375;2030;3;9;2;3510;8;170;71;1;4;4;1;0;52;25;-1;-1;-1;Julián;Alvarez;87;85;87;87;86;83;72;88;86;52;88;84;88;77;87;88;88;78;78;83;60;88;86;59;46;84;87;78;6;10;8;6;15
253396;81;86;153467;159936;2030;3;4;2;2510;2;174;75;1;3;1;1;0;52;12;23;16;-1;Giuliano;Simeone;94;91;85;83;87;87;79;81;81;57;79;77;80;76;83;75;46;67;66;77;50;80;66;60;52;68;66;62;8;14;7;12;14
257279;83;88;152951;161699;2030;3;4;4;55;1;175;70;1;3;3;1;0;45;16;27;-1;-1;Alejandro;Baena Rodríguez;79;79;80;76;71;78;60;82;76;69;82;84;84;85;82;77;80;58;83;87;67;77;76;66;64;69;78;68;6;11;8;11;12
194765;84;84;149177;160703;2027;6;8;2;43;266;176;73;2;4;4;1;0;18;25;18;-1;-1;Antoine;Griezmann;78;73;86;85;83;74;70;85;74;59;86;86;90;82;85;85;85;78;83;86;45;85;85;64;65;86;89;79;14;8;14;14;13
200389;88;88;149835;157695;2028;6;9;2;34;259;188;87;1;1;4;1;0;44;0;-1;-1;-1;Jan;Oblak;42;53;64;48;72;42;78;85;36;24;11;61;30;13;12;11;14;15;40;43;27;59;12;14;18;13;13;11;85;90;79;87;86
214979;79;79;150319;161706;2028;0;4;3;49;5;191;93;1;1;1;1;0;52;0;-1;-1;-1;Juan;Musso;46;42;32;39;68;35;70;70;27;18;19;48;20;20;16;18;12;15;24;31;12;55;14;14;16;15;16;25;79;77;73;82;81
216460;83;83;150578;157315;2028;0;4;4;48;5;185;77;1;2;3;1;0;60;5;-1;-1;-1;José María;Giménez;68;77;60;57;87;66;85;78;87;84;25;46;70;47;55;37;44;82;72;75;87;73;48;85;85;34;37;40;9;11;7;15;10
216549;83;83;150897;161366;2028;19;2;1;5;5;196;90;2;3;3;1;0;36;25;-1;-1;-1;Alexander;Sørloth;72;81;56;55;91;80;90;83;74;36;83;73;81;66;74;84;60;83;59;78;39;86;73;23;21;79;74;70;15;12;8;8;15
220440;78;78;150726;161698;2028;3;2;2;1526;263;186;81;2;2;3;1;0;18;5;-1;-1;-1;Clément;Lenglet;52;56;60;58;79;73;79;81;75;81;55;69;73;53;61;38;35;79;75;81;79;58;44;78;77;37;59;49;10;10;9;7;12
226161;84;84;150588;159506;2027;5;2;4;34;1;184;74;1;3;3;1;0;45;3;14;12;-1;Marcos;Llorente Moreno;88;91;83;74;84;92;78;83;80;80;81;80;82;77;81;80;63;67;78;82;77;84;79;82;72;66;80;65;13;6;6;15;11
233084;77;78;151750;160629;2027;0;4;4;1523;1;175;70;1;3;3;1;0;52;3;12;-1;-1;Nahuel;Molina;78;81;79;76;72;79;63;73;75;73;75;76;75;78;72;67;44;59;67;76;74;72;67;77;76;62;68;45;12;13;8;10;5
247103;83;83;151636;161722;2030;3;5;1;1549;4;188;82;2;2;3;1;0;43;7;5;-1;-1;Dávid;Hancko;77;78;73;62;86;79;87;84;81;80;70;72;78;68;73;64;72;82;76;80;83;76;68;84;82;50;60;69;14;12;6;14;7
251136;71;73;151674;161174;2026;3;3;2;1541;5;186;72;1;1;1;0;0;39;0;-1;-1;-1;Horațiu;Moldovan;45;40;55;49;59;37;55;68;31;15;15;45;15;11;17;17;13;12;24;21;18;50;16;14;13;14;15;17;71;69;66;73;71
256058;64;71;152980;161729;2026;3;3;2;52;2;174;65;2;2;1;0;0;45;7;16;-1;-1;Pablo;Pérez Rico;75;66;68;78;63;66;52;60;56;59;59;50;63;64;63;50;42;55;50;56;55;38;29;59;63;21;59;43;8;11;8;9;11
259516;81;86;153013;161713;2030;0;3;2;1516;4;185;78;1;3;3;1;0;95;10;14;-1;-1;João Lucas;de Souza Cardoso;75;74;78;65;84;78;79;77;77;82;74;77;82;65;77;63;66;75;80;82;78;74;68;81;79;62;69;62;10;14;8;7;12
266039;76;85;153651;161720;2030;3;9;2;4022;5;190;86;1;2;1;0;0;45;5;3;12;-1;Marc;Pubill Pagès;77;83;76;66;90;81;82;75;77;74;67;67;75;69;71;52;43;76;66;72;76;68;52;74;69;49;61;41;15;6;13;10;6
272449;83;88;153646;160722;2030;5;5;2;4015;2;183;75;1;3;1;1;0;45;14;10;-1;-1;Pablo;Barrios Rivas;81;82;80;75;76;87;73;83;75;83;77;80;84;66;83;70;53;55;82;86;72;74;74;80;72;55;66;60;5;15;9;10;13
192448;85;85;149583;157680;2026;3;1;2;69;262;187;85;1;1;4;1;0;21;0;-1;-1;-1;Marc-André;ter Stegen;41;48;37;43;69;35;75;83;43;22;11;70;30;18;21;14;12;11;63;62;25;65;10;13;10;14;18;25;83;83;87;82;84
231677;81;81;151593;158188;2026;0;9;8;1016;327;188;80;1;5;3;1;0;14;16;25;27;-1;Marcus;Rashford;87;88;77;69;85;70;71;78;52;27;82;80;80;79;83;81;79;71;72;78;30;93;80;29;24;73;80;84;11;6;15;14;7
233419;89;89;151272;160614;2028;0;3;6;1002;1;176;68;2;4;4;1;0;54;16;18;27;-1;Raphael;Dias Belloli;90;91;88;83;83;91;67;87;79;56;89;87;88;86;88;87;84;74;80;85;49;84;84;54;38;76;85;80;8;7;13;14;8
241461;84;86;152444;160421;2027;0;4;3;0;1;184;80;1;4;3;1;0;45;25;27;18;-1;Ferran;Torres García;86;82;85;78;91;74;76;84;66;34;86;79;84;80;83;86;60;82;77;82;35;82;83;34;28;84;76;74;12;9;11;12;15
241486;86;87;151970;160629;2030;0;3;7;17;2;181;84;1;3;4;1;0;18;3;12;-1;-1;Jules;Koundé;85;83;72;78;91;87;84;86;78;84;73;74;81;76;77;57;26;80;75;82;84;51;48;86;84;32;64;43;11;10;8;13;14
244260;84;85;151781;161333;2030;4;5;2;4008;1;179;72;1;4;3;1;0;45;18;14;25;-1;Daniel;Olmo Carvajal;78;71;86;87;62;65;56;86;54;58;83;85;86;76;85;79;75;43;80;85;50;79;79;53;38;80;75;66;15;15;13;11;12
246139;77;81;152080;159141;2026;6;4;2;58;1;184;78;1;1;1;0;0;45;0;-1;-1;-1;Ignacio;Peña Sotorres;33;38;49;51;55;27;54;75;17;6;5;65;21;10;12;6;12;11;57;33;9;58;8;10;11;5;12;17;75;74;77;78;75
251854;90;93;153444;159906;2030;0;3;2;1509;1;174;60;1;4;4;1;0;45;14;10;18;-1;Pedro;González López;79;76;89;92;72;90;73;87;72;87;83;91;91;76;90;77;62;50;88;92;74;76;79;85;79;56;83;53;12;7;11;8;8
259532;85;89;152874;161698;2031;3;4;1;3;4;193;85;1;1;3;1;0;45;0;-1;-1;-1;Joan;García Pons;48;44;59;42;65;35;59;77;30;13;6;63;28;13;17;6;12;12;49;51;7;60;9;13;14;7;12;18;84;84;80;86;84
277179;82;87;153611;160967;2031;6;3;3;0;1;174;64;1;3;3;1;0;45;18;14;25;-1;Fermín;López Marín;76;74;83;81;77;74;57;82;72;68;83;82;84;70;82;80;69;76;78;81;43;77;83;74;64;65;69;63;8;14;8;7;7
277643;89;95;155135;160602;2031;0;9;7;1028;1;180;72;2;5;5;1;0;45;12;23;-1;-1;Lamine Yamal;Nasraoui Ebana;88;84;94;83;64;73;60;88;45;18;88;88;90;89;92;83;69;33;84;88;23;83;84;27;28;65;89;75;9;13;7;7;10
186153;83;83;148840;161426;2027;3;10;2;1531;4;195;90;1;1;3;1;0;37;0;-1;-1;-1;Wojciech;Szczęsny;49;46;55;51;68;45;65;80;40;15;14;48;22;12;11;12;14;16;62;52;20;56;14;13;12;14;16;18;80;82;74;82;83
188545;87;87;148235;160619;2026;22;8;2;2507;276;186;81;1;4;5;1;0;37;25;-1;-1;-1;Robert;Lewandowski;71;72;74;83;90;76;87;89;80;49;90;81;86;76;82;91;81;87;70;84;35;89;80;42;19;86;79;86;15;6;12;10;8
210514;84;84;150340;161390;2026;0;3;4;1508;318;182;74;1;4;3;1;0;38;3;7;12;-1;João Pedro;Cavaco Cancelo;88;78;79;78;82;77;65;84;76;79;81;85;86;86;85;69;69;72;79;86;75;80;79;81;77;62;87;52;6;9;15;14;14
213661;80;81;151024;160605;2026;3;5;3;8;4;189;82;1;2;3;1;0;13;5;14;10;-1;Andreas;Christensen;68;75;59;61;84;67;78;78;73;81;32;62;77;51;67;36;39;78;79;81;84;37;20;81;81;25;41;36;10;12;8;8;6
228702;87;87;151421;159506;2029;2;2;2;2019;264;181;74;1;4;4;1;0;34;14;10;-1;-1;Frenkie;de Jong;80;83;87;79;82;87;73;87;74;82;78;88;88;78;86;75;64;72;87;90;76;68;69;78;77;70;84;53;7;13;10;9;10
253004;75;82;153419;159141;2026;0;3;9;1024;402;178;66;1;4;1;1;0;45;16;27;25;-1;Anssumane;Fati;82;81;83;83;68;60;49;71;48;20;72;72;77;70;77;72;72;62;70;73;23;75;71;32;28;70;75;78;6;9;8;7;10
253163;82;85;152085;159200;2031;24;3;6;528;5;188;79;1;2;3;1;0;60;5;-1;-1;-1;Ronald;Araujo;73;84;54;55;91;71;87;78;82;79;57;59;66;56;53;58;45;81;66;75;78;68;35;83;80;40;47;43;11;14;9;8;11
263578;83;87;153771;160056;2028;0;9;9;1039;1;175;69;2;3;3;1;0;45;7;16;-1;-1;Alejandro;Balde Martínez;90;91;81;78;84;77;69;80;52;78;65;72;81;82;80;51;28;71;72;82;77;55;43;80;80;32;69;43;5;8;7;13;10
265600;74;86;154530;161711;2029;0;4;2;2511;2;173;73;2;4;1;0;0;46;23;12;-1;-1;Roony;Bardghji;75;72;87;86;52;62;55;70;60;23;71;73;76;71;77;74;63;24;55;68;26;71;74;31;24;63;66;63;8;14;13;14;14
225375;83;83;151436;160967;2027;2;5;1;13;1;180;72;1;3;3;1;0;4;3;10;7;12;Konrad;Laimer;82;82;76;77;78;83;69;84;88;80;73;76;76;79;74;69;47;67;78;82;86;74;68;81;79;60;70;54;9;12;12;12;13
229391;83;83;150748;161343;2026;3;3;4;4014;4;190;83;1;2;3;1;0;38;10;14;-1;-1;João Maria;Palhinha Gonçalves;51;53;49;47;82;79;86;79;91;85;69;71;76;60;75;66;45;81;77;77;83;81;67;86;85;55;66;57;14;10;8;7;7
167495;83;83;147357;156584;2026;6;2;4;46;273;193;90;1;1;3;1;0;21;0;-1;-1;-1;Manuel;Neuer;29;35;51;35;71;43;80;82;29;30;12;68;44;15;30;13;11;25;67;60;17;68;16;10;11;11;14;49;81;81;90;79;86
186569;73;73;148217;160237;2026;3;4;4;2019;5;192;87;1;1;1;1;0;21;0;-1;-1;-1;Sven;Ulreich;41;40;36;39;60;29;63;73;25;14;8;42;22;14;13;12;15;8;30;34;16;47;11;18;14;13;12;22;74;69;62;76;73
202126;89;89;150037;161009;2027;5;2;3;1;368;188;86;1;3;5;1;0;14;25;-1;-1;-1;Harry;Kane;62;65;67;72;87;76;86;94;82;42;94;86;87;80;80;93;69;90;82;86;46;91;89;44;42;89;82;93;8;10;11;11;14
206113;83;83;150753;158776;2026;0;3;7;3003;272;176;77;1;4;3;1;0;21;18;16;14;-1;Serge;Gnabry;84;75;85;87;68;66;68;83;58;38;84;82;83;78;85;84;62;42;74;83;45;86;80;44;43;83;74;67;14;10;10;7;9
