assetid;balltype;teamcolor1g;teamcolor1r;teamcolor2b;teamcolor2r;teamcolor3r;teamcolor1b;latitude;teamcolor3g;teamcolor2g;teamname;adboardid;teamcolor3b;defmentality;powid;rightfreekicktakerid;physioid_secondary;domesticprestige;genericint2;jerseytype;rivalteam;midfieldrating;matchdayoverallrating;matchdaymidfieldrating;attackrating;physioid_primary;longitude;buspassing;matchdaydefenserating;defenserating;defteamwidth;longkicktakerid;bodytypeid;trait1;busdribbling;rightcornerkicktakerid;suitvariationid;defaggression;ethnicity;leftcornerkicktakerid;teamid;fancrowdhairskintexturecode;suittypeid;numtransfersin;captainid;personalityid;leftfreekicktakerid;genericbanner;buspositioning;stafftracksuitcolorcode;ccpositioning;busbuildupspeed;transferbudget;ccshooting;overallrating;ccpassing;utcoffset;penaltytakerid;freekicktakerid;defdefenderline;internationalprestige;form;genericint1;cccrossing;matchdayattackrating
111400;240;200;140;107;5;255;255;-33;255;62;Sydney FC;35;255;67;-1;209359;2;17;-1;2;112427;69;70;72;68;1;151;39;69;67;55;209359;1;24;39;183564;1;55;2;183564;111400;0;0;0;152814;0;209359;0;0;0;1;40;2000000;35;67;35;10;152814;209359;0;6;0;-1;65;68
111434;202;28;237;133;128;237;36;45;28;130;U.S. Cremonese;1;36;75;-1;207471;2;4;-1;2;190;68;67;66;70;1;10;39;65;69;42;207471;1;0;31;207471;1;72;2;207471;111434;0;0;0;207471;0;207471;0;0;0;0;37;1500000;32;69;32;1;207471;207471;0;1;0;-1;32;69
111448;211;255;255;0;0;255;255;4;0;128;Algeria;1;0;44;-1;204485;2;20;-1;1;111130;50;50;50;50;1;12;60;50;50;55;204485;1;0;60;204485;0;60;2;204485;111448;0;0;0;204485;0;204485;0;1;0;1;52;0;45;50;65;1;204485;204485;0;10;0;-1;40;50
111451;211;136;0;255;255;12;55;-16;144;255;Bolivia;1;88;48;-1;247885;2;10;-1;2;111459;67;67;67;75;1;-68;53;66;66;70;247885;1;64;52;247885;1;46;4;247885;111451;0;2;0;246065;0;247885;0;0;0;0;50;0;70;67;46;-4;220545;247885;0;1;0;-1;72;75
111455;211;1;255;255;255;1;1;43;1;255;Canada;1;1;29;-1;234396;2;10;-1;2;1387;69;68;69;68;1;-79;71;66;66;31;242380;1;68;64;234396;1;24;5;234396;111455;0;0;0;234396;0;242380;0;0;0;0;68;0;70;68;50;-5;243630;242380;0;2;0;-1;70;68
111456;211;0;0;0;255;255;193;14;223;0;Cape Verde;1;0;37;-1;196899;2;20;-1;1;111545;50;50;50;50;1;-23;64;50;50;54;196899;1;0;50;196899;0;36;2;196899;111456;0;0;0;196899;0;196899;0;0;0;0;71;0;65;50;54;0;196899;196899;0;7;0;-1;38;50
111459;211;0;255;128;0;255;0;-33;255;64;Chile;1;255;68;-1;184941;2;10;-1;2;111108;80;79;80;79;1;-70;38;77;77;35;184941;1;176;48;184941;1;55;4;184941;111459;0;0;0;184941;1;184941;0;0;0;0;40;0;45;79;35;-3;184941;184941;0;7;0;-1;45;79
111461;211;128;0;0;255;0;0;0;64;255;Gabon;1;128;43;-1;188567;2;20;-1;1;111112;50;50;50;50;1;9;47;50;50;47;189175;1;0;50;189175;0;47;2;189175;111461;0;0;0;188567;0;189175;0;0;0;0;55;0;61;50;46;0;188567;188567;0;6;0;-1;58;50
111462;71;255;255;128;0;182;0;7;7;128;Ghana;4;36;36;-1;209989;2;20;-1;0;1393;77;75;77;76;1;-1;53;67;67;49;209989;0;0;56;209989;0;45;1;209989;111462;0;0;0;209989;0;209989;0;1;0;1;49;0;36;75;52;0;197756;209989;1;13;0;-1;34;76
111465;211;225;255;155;1;218;0;0;12;55;Ecuador;1;24;58;-1;246058;2;10;-1;2;111108;75;73;75;75;1;-78;53;70;70;48;246058;1;0;78;246058;1;50;4;246058;111465;0;0;0;220295;1;256079;0;0;0;0;51;0;71;73;32;-5;220295;256079;0;5;0;-1;78;75
111466;240;1;1;255;255;255;255;28;128;255;India;1;1;48;-1;217225;2;10;-1;1;1415;58;60;58;63;1;77;50;58;58;37;231933;1;256;43;217225;1;31;2;228198;111466;0;1;0;190939;0;217225;0;0;0;0;50;0;37;60;31;6;190939;217225;0;1;0;-1;47;63
111473;240;255;255;1;1;229;255;-41;230;1;New Zealand;1;229;74;-1;255360;2;10;-1;1;1415;65;67;65;72;1;174;70;65;65;50;255360;0;0;40;255360;0;80;2;255360;111473;0;1;0;192123;0;255360;0;0;0;0;69;0;69;67;76;12;192123;255360;0;2;0;-1;40;72
111475;211;91;5;0;255;255;250;39;255;0;Panama;1;255;50;-1;273204;2;20;-1;1;1383;50;50;50;50;1;-77;50;50;50;50;273204;1;0;50;234726;0;50;2;234726;111475;0;0;0;217045;0;273204;0;0;0;0;50;0;50;50;50;-5;243545;273204;0;5;0;-1;50;50
111481;211;255;255;0;0;0;0;39;0;128;Jamaica;1;0;52;-1;229906;2;20;-1;1;111475;50;50;50;50;1;-77;61;50;50;46;229906;1;0;50;225441;0;47;2;225441;111481;0;0;0;216939;0;229906;0;0;0;0;62;0;48;50;67;-5;190717;229906;0;7;0;-1;52;50
111483;211;255;255;0;0;255;128;6;0;128;Togo;1;0;47;-1;183820;2;20;-1;1;1395;50;50;50;50;1;1;54;50;50;46;159175;1;0;47;169281;0;52;2;183820;111483;0;0;0;216258;0;183820;0;0;0;0;45;0;60;50;56;0;216258;183820;0;10;0;-1;57;50
111487;211;211;244;225;0;239;55;10;65;75;Venezuela;1;56;26;-1;233531;2;10;-1;2;111109;71;72;71;74;1;-64;68;72;72;21;233531;1;320;56;233531;1;34;4;233531;111487;0;0;0;189250;0;233531;0;0;0;0;71;0;62;72;62;-4;189250;233531;0;2;0;-1;52;74
111489;211;128;255;0;0;255;0;-15;255;128;Zambia;1;255;41;-1;172332;2;20;-1;1;111112;50;50;50;50;1;28;39;50;50;47;172332;1;0;47;271004;0;43;2;271004;111489;0;0;0;209911;0;172332;0;0;0;0;45;0;45;50;47;2;209911;172332;0;10;0;-1;46;50
111527;211;255;255;244;244;150;255;25;0;232;Qatar;1;75;49;-1;268782;2;20;-1;1;111114;63;64;63;67;1;51;44;61;61;52;268782;1;260;60;215897;0;53;5;215897;111527;0;2;0;180561;1;268782;0;1;0;1;24;0;82;64;47;2;180561;268782;1;2;0;-1;68;67
111539;202;63;12;255;255;12;152;41;63;255;Vizela;1;152;40;-1;228589;2;4;-1;2;112513;66;65;66;64;1;12;53;66;66;57;223302;1;64;54;213795;1;48;2;223302;111539;0;1;0;213795;0;228589;0;0;0;0;47;2000000;48;65;52;1;228589;228589;0;2;0;-1;51;64
111545;211;128;0;0;255;255;255;14;255;0;DR Congo;1;255;50;-1;202940;2;20;-1;1;1395;50;50;50;50;1;17;50;50;50;50;202940;1;0;50;197885;0;50;2;189157;111545;0;0;0;179544;0;202940;0;0;0;0;50;0;50;50;50;0;177392;202940;0;5;0;-1;50;50
111548;211;57;0;255;255;0;156;39;0;255;Honduras;1;0;45;-1;239782;2;20;-1;2;111481;0;0;0;0;1;-77;48;0;0;47;239782;2;384;67;186674;1;44;4;186674;111548;0;0;0;175092;1;239782;0;1;0;1;46;0;52;0;47;-5;205495;239782;1;7;0;-1;48;0
111550;211;153;0;0;255;255;0;12;0;255;Mali;1;0;48;-1;236480;2;20;-1;2;111112;69;70;69;71;1;-7;54;67;67;52;236480;0;0;58;219789;1;43;2;219789;111550;0;2;0;225151;2;236480;0;1;0;1;64;0;49;70;45;0;225151;236480;1;8;0;-1;53;71
111560;53;4;226;10;10;250;26;50;250;10;Excel Mouscron;1;250;26;-1;188390;2;4;-1;2;100081;67;66;66;68;1;3;67;65;66;27;188390;1;0;43;204442;0;40;2;188390;111560;0;0;0;223074;0;188390;0;0;0;0;69;1000000;77;67;57;1;237555;188390;0;1;0;-1;47;64
111592;6;0;0;0;0;0;0;0;0;0;Free Agents;1;0;50;-1;191744;2;5;-1;0;111592;0;0;0;0;1;0;50;0;0;50;191744;1;0;50;188427;0;50;2;188427;111592;0;0;0;200454;1;191744;0;0;0;0;50;0;50;0;50;0;200454;191744;0;5;0;-1;50;0
111596;38;97;0;255;255;0;161;41;97;255;MLS All Stars;1;161;55;154;172114;2;10;-1;2;1;79;77;79;80;1;-37;50;72;72;65;172114;1;0;50;190557;0;55;2;190557;111596;0;0;0;176376;1;172114;0;0;0;0;65;0;65;77;50;-5;176376;172114;0;10;0;-1;50;80
111651;215;0;240;255;255;68;0;44;84;255;Toronto FC;1;97;74;-1;198219;2;3;-1;2;111139;72;71;72;75;1;-79;38;70;70;62;155887;0;160;52;198219;1;72;4;198219;111651;0;1;0;198219;0;198219;0;1;0;1;37;32000000;52;71;32;-5;198219;198219;0;4;0;-1;52;75
111657;202;255;255;164;29;255;0;41;255;93;Frosinone Calcio;9;0;27;-1;212446;2;7;-1;2;189;68;71;70;73;1;13;39;72;70;35;212446;0;260;53;231050;1;31;2;231050;111657;0;1;0;258788;0;212446;0;0;0;0;38;7000000;43;70;33;1;231050;212446;0;2;0;-1;43;74
111674;240;1;1;255;255;255;1;24;128;255;Al-Shabab FC;39;1;46;-1;208418;2;7;-1;2;112139;66;67;66;69;1;46;52;65;64;49;208418;1;1;43;218996;1;61;4;218996;111674;0;0;0;218996;1;208418;0;0;0;1;50;2500000;49;66;61;3;191834;208418;0;5;0;-1;47;69
111678;170;28;237;1;1;255;36;32;255;1;Club Tijuana;24;255;49;-1;244932;2;11;-1;2;1880;70;72;70;76;1;-116;70;71;70;35;244932;0;32;53;229595;0;55;4;229595;111678;0;1;0;227394;1;244932;0;0;0;0;66;7000000;65;71;65;-8;227394;244932;0;7;0;-1;49;76
111701;240;0;64;255;255;64;128;35;0;255;Al-Ain FC;1;128;53;-1;275547;2;20;-1;1;130091;50;50;50;50;1;51;56;50;50;47;275547;1;2;53;275547;0;55;2;272317;111701;0;0;0;275547;0;275547;0;1;0;1;45;12000000;57;50;49;3;270190;275547;1;7;0;-1;53;50
111706;216;58;1;138;1;250;138;-32;250;58;Godoy Cruz;1;250;74;-1;240744;2;10;-1;2;120002;64;70;66;70;1;-68;49;71;70;61;240744;1;264;31;240744;1;71;2;240744;111706;0;1;0;215070;0;240744;0;0;0;0;49;4000000;56;69;37;-3;240744;240744;0;3;0;-1;31;71
111707;216;221;255;42;65;65;1;-38;166;166;Club Atlético Aldosivi;1;42;38;-1;219879;2;8;-1;2;110394;65;66;65;66;1;-57;69;66;66;50;219879;1;8;41;219879;1;61;2;219879;111707;0;2;0;139799;1;219879;0;0;0;0;68;3000000;57;66;47;-3;139799;219879;0;1;0;-1;76;66
111710;216;216;249;51;5;255;5;-34;255;114;Defensa y Justicia;1;255;59;-1;214971;2;5;-1;2;110394;67;68;68;68;1;-58;36;67;67;50;214971;1;128;45;214971;1;60;4;231507;111710;0;2;0;224510;0;214971;0;0;0;1;40;5000000;50;68;40;-3;202154;214971;0;3;0;-1;50;68
111711;216;255;255;8;251;255;255;-34;255;5;Club Atlético Huracán;1;255;26;-1;255319;2;9;-1;2;1013;70;70;69;64;1;-58;71;67;69;38;223097;1;256;54;223097;0;33;2;223097;111711;0;0;0;223097;1;255319;0;0;0;0;69;5000000;62;71;62;-3;255319;255319;0;5;0;-1;52;64
111715;216;51;11;37;210;11;123;-34;51;1;Club Atlético Tigre;1;123;45;-1;193535;2;11;-1;1;101088;69;70;70;69;1;-58;69;70;70;34;193535;1;256;45;215193;1;48;2;215196;111715;0;2;0;215193;0;193535;0;0;0;0;67;2500000;64;69;78;-3;215193;193535;0;4;0;-1;44;70
111716;216;255;255;21;200;255;255;-31;255;30;Club Atlético Unión;1;255;43;-1;256167;2;9;-1;2;110406;68;68;68;66;1;-60;53;69;68;65;211272;1;48;69;256167;0;63;4;211272;111716;0;1;0;211272;0;256167;0;0;0;0;52;4000000;65;68;63;-3;225073;256167;0;1;0;-1;69;64
111722;240;9;156;1;255;156;19;4;9;255;Deportes Tolima;1;19;43;-1;199964;2;14;-1;2;112528;68;69;68;71;1;-75;51;71;70;63;199964;1;22;65;199964;1;51;5;199964;111722;0;1;0;214021;1;199964;0;0;0;0;53;1800000;63;69;51;-5;199964;199964;0;3;0;-1;65;70
111723;240;40;188;133;57;255;38;1;200;49;Deportivo Pasto;1;1;58;-1;172112;2;12;-1;2;101106;67;69;68;68;1;-77;39;68;67;59;172112;1;512;48;218727;1;53;5;218727;111723;0;1;0;214093;0;172112;0;0;0;0;39;1500000;49;68;39;-5;214338;172112;0;3;0;-1;49;68
111724;240;128;255;255;255;255;0;36;128;255;Shandong Luneng Taishan;2;0;55;-1;182343;2;20;-1;1;111724;50;50;50;50;1;117;50;50;50;50;182343;1;1;60;182343;0;55;2;182343;111724;0;0;0;182224;0;182343;0;1;0;1;55;18000000;58;50;55;8;182224;182343;1;6;0;-1;40;50
111727;211;255;255;0;0;255;0;35;255;0;Sepahan;43;255;56;-1;273002;2;20;-1;1;130185;50;50;50;50;1;51;55;50;50;55;273002;1;0;56;273008;0;55;2;273002;111727;0;0;0;273002;0;273002;0;1;0;1;57;1000000;50;50;55;3;273000;273002;0;10;0;-1;53;50
111740;211;0;255;0;255;255;0;42;255;255;Montenegro;1;255;53;-1;181820;2;20;-1;1;1328;50;50;50;50;1;19;57;50;50;47;181820;1;0;55;181820;0;44;2;181820;111740;0;0;0;181820;0;181820;0;0;0;0;45;0;59;50;54;1;181820;181820;1;7;0;-1;48;50
111766;240;210;254;1;1;255;6;-41;255;1;Well. Phoenix;35;255;67;-1;183272;2;8;-1;2;111399;66;64;66;64;1;174;49;64;64;53;224769;0;16;54;183272;1;53;2;183272;111766;0;0;0;195620;1;183272;0;0;0;0;51;2000000;36;64;37;12;195620;183272;0;1;0;-1;53;64
111768;240;128;0;0;255;0;64;40;128;255;Beijing Guoan;2;64;40;-1;221820;2;20;-1;1;110955;50;50;50;50;1;116;60;50;50;60;221820;1;0;40;221820;0;60;2;221820;111768;0;0;0;228017;0;221820;0;0;0;0;50;25000000;55;50;48;8;228017;221820;0;6;0;-1;60;50
111811;202;0;255;255;255;255;0;38;0;255;AC Monza;1;0;55;-1;251988;2;5;-1;2;1745;67;67;69;69;1;12;55;65;64;54;239613;1;24;70;219812;1;48;2;219812;111811;0;0;0;239613;0;251988;0;0;0;0;54;15000000;58;66;69;1;234147;251988;0;1;0;-1;61;70
111817;55;28;13;255;255;29;68;2;62;255;Paris FC;1;148;44;-1;257118;2;3;-1;2;73;64;67;66;66;1;48;50;68;64;57;257118;0;0;39;240054;0;63;2;240054;111817;0;2;0;203933;1;257118;0;0;0;0;52;800000;57;65;63;1;203933;257118;0;1;0;-1;39;68
111821;240;2;207;1;1;255;38;48;255;1;Admira Wacker;16;255;47;-1;183691;2;11;-1;1;1785;64;64;63;65;1;16;51;61;62;43;183691;1;4;80;203853;0;46;2;203853;111821;0;1;0;183691;0;183691;0;1;0;1;53;2813000;43;64;46;1;183691;183691;0;4;0;-1;50;70
111822;240;255;255;1;1;252;255;46;252;1;Wolfsberger AC;1;252;25;-1;202518;2;4;-1;2;209;63;64;63;64;1;14;71;65;63;31;202375;0;8;45;202518;1;37;2;188856;111822;0;2;0;188131;0;202375;0;0;0;0;73;2500000;61;63;61;1;202375;202518;0;1;0;-1;61;64
111839;240;14;226;0;255;226;14;23;14;255;Guangzhou Evergrande Taobao;2;14;60;-1;158293;2;20;-1;1;130036;50;50;50;50;1;180;60;50;50;59;158293;1;257;60;158293;0;50;2;158293;111839;0;0;0;158293;0;158293;0;1;0;1;50;50000000;50;50;65;8;192064;158293;0;7;0;-1;55;50
111928;215;60;1;1;1;255;166;37;255;1;San Jose Earthquakes;1;255;29;-1;205401;2;5;-1;1;697;70;69;70;69;1;-121;68;68;68;24;164559;0;84;69;205401;1;21;2;205401;111928;0;0;0;205401;0;205401;0;0;0;0;70;23500000;75;69;69;-8;205401;205401;0;2;0;-1;45;69
111968;70;105;255;1;1;250;180;52;100;1;Wexford Youths;1;175;46;-1;208416;2;3;-1;2;111131;54;53;54;54;1;-6;50;54;54;47;208416;2;258;43;208416;0;39;2;208416;111968;0;2;0;231249;0;208416;0;0;0;0;48;500000;41;53;43;0;212278;208416;0;1;0;-1;39;54
111974;243;102;0;1;1;255;0;44;255;1;U.S. Sassuolo;9;255;46;-1;210935;2;10;-1;2;189;75;74;72;76;1;10;38;73;75;38;210935;1;4;52;210935;1;48;2;210935;111974;0;0;0;210935;1;210935;0;0;0;0;37;13500000;32;76;32;1;210935;210935;0;7;0;-1;32;75
111993;202;0;191;255;255;191;0;45;0;255;A.S. Cittadella;9;0;44;-1;7674;2;3;-1;2;112954;67;67;69;65;1;11;38;65;65;53;7674;1;2;36;210566;0;60;2;210566;111993;0;2;0;7674;0;7674;0;0;0;0;36;1500000;56;66;36;1;7674;7674;0;1;0;-1;66;67
112001;197;113;0;255;255;0;0;49;113;255;América Futebol Clube (MG);1;0;42;-1;187945;2;10;-1;1;1035;50;50;50;50;1;-123;41;50;50;43;187945;1;0;60;187945;0;56;2;187945;112001;0;0;0;176959;0;187945;0;1;0;1;55;200000;41;50;59;-8;176741;187945;0;9;0;-1;50;50
112026;243;255;255;25;250;255;18;41;255;25;Benevento Calcio;1;18;45;-1;172233;2;8;-1;2;110734;72;72;73;72;1;14;52;71;72;54;172233;0;0;53;242003;0;48;2;242003;112026;0;1;0;220915;1;172233;0;0;0;0;50;6000000;54;72;48;1;220915;172233;0;2;0;-1;52;72
112048;211;0;0;0;255;255;255;39;255;0;Haïti;1;128;50;-1;205330;2;20;-1;1;111481;50;50;50;50;1;-77;50;50;50;50;205330;1;0;50;205330;0;50;2;205330;112048;0;0;0;178363;0;205330;0;0;0;0;50;0;50;50;50;-5;189259;189259;0;5;0;-1;50;50
112075;240;240;230;255;70;255;45;48;1;60;SKN St. Pölten;1;1;43;-1;234653;2;3;-1;2;111821;63;62;63;63;1;15;69;57;59;50;234653;1;0;76;234653;0;54;2;234653;112075;0;2;0;208036;0;234653;0;0;0;0;73;2700000;80;62;64;1;208036;234653;0;2;0;-1;50;66
112096;240;1;255;1;1;255;1;26;255;153;Al-Ettifaq FC;39;255;41;-1;181291;2;5;-1;2;112391;63;62;63;64;1;50;46;58;60;47;181291;1;17;45;181291;0;42;4;181291;112096;0;1;0;224962;0;181291;0;0;0;0;52;4000000;48;63;45;3;211591;181291;0;1;0;-1;54;65
112115;240;128;255;51;1;255;1;37;255;102;Gangwon FC;1;255;43;-1;155352;2;9;-1;1;1474;66;65;68;65;1;128;49;62;63;61;155352;1;8;48;208304;0;42;4;208304;112115;0;2;0;176403;0;155352;0;0;0;0;51;2600000;61;65;42;9;176403;155352;0;4;0;-1;68;65
112116;90;150;100;255;255;177;255;-34;207;255;CD O'Higgins;1;245;74;-1;173245;2;16;-1;2;111327;65;66;65;67;1;-70;70;68;68;37;219091;1;128;33;173245;1;67;2;173245;112116;0;2;0;199827;1;173245;0;0;0;0;72;950000;77;66;71;-3;226549;173245;0;5;0;-1;67;67
112130;211;177;34;255;255;30;76;57;170;255;J-Södra;1;70;49;-1;231508;2;4;-1;2;1439;62;62;62;62;1;14;52;60;60;49;177353;1;8;31;231508;0;65;2;231508;112130;0;0;0;231508;1;231508;0;0;0;1;49;500000;49;62;65;1;231508;231508;0;1;0;-1;31;62
112134;215;10;0;68;171;78;68;40;143;138;Philadelphia Union;1;201;48;-1;177390;2;2;-1;2;689;69;69;69;69;1;-75;52;68;68;39;177390;1;0;45;191173;1;39;2;191173;112134;0;1;0;191173;0;177390;0;1;0;1;53;21000000;39;69;39;-5;202220;177390;0;1;0;-1;45;69
112139;240;204;255;204;1;1;1;24;1;1;Al-Nassr FC;39;1;60;-1;216352;2;8;-1;2;605;70;70;70;70;1;48;36;70;70;35;216352;1;1;55;209281;1;61;2;216352;112139;0;2;0;20801;0;216352;0;0;0;0;40;19000000;45;70;35;3;20801;216352;0;4;0;-1;45;70
112169;211;255;255;255;0;255;0;56;235;128;Falkenbergs FF;1;0;47;-1;220981;2;6;-1;2;432;61;60;61;61;1;12;66;60;60;50;220981;1;256;42;220981;1;40;5;220981;112169;0;0;0;164455;0;220981;0;0;0;0;58;520000;43;60;51;1;191063;220981;0;2;0;-1;61;61
112171;211;120;255;203;52;240;0;59;130;147;AFC Eskilstuna;1;0;28;-1;237513;2;1;-1;2;705;61;63;61;63;1;16;67;62;62;34;237513;1;0;75;237513;0;32;2;237513;112171;0;1;0;237513;0;237513;0;0;0;1;69;560000;74;63;54;1;237513;237513;0;1;0;-1;44;63
112172;37;1;221;68;12;255;68;51;255;32;RB Leipzig;1;255;60;-1;195365;2;11;-1;2;22;80;79;80;80;1;12;49;76;75;46;195365;1;508;77;236703;1;64;2;236703;112172;0;2;0;195365;0;195365;0;0;0;1;49;40000000;66;78;70;1;195365;195365;0;10;0;-1;36;80
112190;211;38;0;255;255;0;110;50;38;255;adidas All-Star;1;110;45;155;158023;2;10;-1;2;1318;87;87;87;87;1;11;20;87;87;50;176635;0;0;70;218667;1;55;2;218667;112190;0;2;0;158023;1;158023;0;0;0;0;50;50000000;50;87;35;1;158023;158023;0;10;0;-1;50;87
112199;211;73;0;255;255;0;150;59;87;255;Sarpsborg 08 FF;13;170;48;-1;200369;2;4;-1;2;1463;64;64;64;65;1;11;53;65;65;35;184229;2;256;46;184229;0;39;2;184229;112199;0;2;0;184229;0;200369;0;0;0;0;53;600000;35;64;39;1;191083;200369;0;5;0;-1;45;65
112218;211;141;37;255;255;0;97;45;154;255;FC Krasnodar;38;109;66;-1;204691;2;8;-1;1;110231;74;76;74;76;1;40;38;75;75;35;204691;1;132;55;204691;0;55;2;204691;112218;0;1;0;187491;0;204691;0;0;0;0;40;16830000;55;75;35;3;187491;204691;0;5;0;-1;55;78
112224;240;173;108;255;255;255;223;-37;25;255;Melbourne City;35;37;68;-1;178589;2;9;-1;2;111397;65;66;67;67;1;144;49;63;65;46;199159;1;50;76;199159;1;66;4;178589;112224;0;2;0;162407;0;199159;0;0;0;1;49;2000000;66;66;70;10;162407;199159;0;3;0;-1;36;72
112225;202;135;30;255;255;217;194;45;35;255;Novara;9;25;49;-1;200881;2;7;-1;2;112398;67;66;65;71;1;8;40;64;67;50;200881;0;0;27;189736;1;56;2;189736;112225;0;0;0;189736;0;200881;0;0;0;0;37;3000000;42;68;32;1;186140;200881;0;2;0;-1;62;70
112254;41;153;255;1;1;255;1;51;212;1;Newport County A.F.C.;3;88;76;-1;223381;2;2;-1;2;1961;61;60;60;61;1;-2;66;58;60;42;204222;2;64;43;204222;0;72;2;204222;112254;0;2;0;190492;0;223381;0;0;0;0;69;625000;65;61;68;0;193557;223381;0;1;0;-1;42;60
112258;240;204;255;1;1;255;1;35;255;1;GwangJu FC;1;255;75;-1;233560;2;8;-1;2;1478;61;62;61;62;1;126;37;61;61;44;192470;0;256;54;233560;1;74;4;233560;112258;0;2;0;237999;1;233560;0;0;0;1;39;1500000;44;62;34;9;229166;233560;0;2;0;-1;44;62
112259;41;91;1;5;251;1;199;51;91;239;AFC Wimbledon;3;199;25;-1;197990;2;4;-1;1;1798;65;65;65;64;1;0;69;64;64;29;197990;0;74;45;197990;1;37;2;197990;112259;0;0;0;197932;0;178713;0;0;0;0;73;700000;61;64;61;0;178713;197990;0;3;0;-1;61;64
112260;41;20;235;255;255;215;20;53;10;255;Fleetwood Town FC;3;10;60;-1;178417;2;3;-1;2;1926;64;63;63;62;1;-3;36;62;63;51;178417;1;386;51;211597;1;61;2;211597;112260;0;0;0;202312;0;178417;0;0;0;0;36;950000;51;63;31;0;189808;178417;0;3;0;-1;51;63
112261;211;90;0;255;255;0;166;51;100;255;Orenburg;1;150;43;-1;217657;2;4;-1;2;110756;67;68;67;65;1;55;64;68;68;38;141198;1;0;52;141198;1;52;2;141198;112261;0;0;0;147743;0;217657;0;0;0;0;51;3500000;59;68;39;5;147743;217657;0;2;0;-1;68;65
112264;37;0;0;0;0;0;0;49;0;0;Team 112264;1;0;50;-1;1;2;0;-1;1;1;50;50;50;50;1;-123;50;50;50;50;1;1;0;50;1;0;50;2;1;112264;0;0;0;1;0;1;0;0;0;0;50;0;50;50;50;-8;1;1;0;1;0;-1;50;50
112276;55;234;252;27;214;255;27;47;255;11;US Orléans Loiret Football;1;0;47;-1;198816;2;4;-1;2;110326;67;66;69;66;1;1;67;66;65;32;198816;0;322;49;190015;1;37;2;190015;112276;0;0;0;234972;0;198816;0;0;0;0;72;500000;62;66;67;1;234972;198816;0;2;0;-1;63;65
112387;240;153;1;255;255;1;1;21;153;255;Al-Ahli Saudi FC;39;1;58;-1;204485;2;18;-1;2;607;72;71;72;78;1;39;53;68;70;62;204485;0;0;56;204485;1;56;2;204485;112387;0;0;0;210926;0;204485;0;0;0;0;50;10000000;50;72;46;3;193887;204485;0;5;0;-1;52;78
112389;240;1;153;255;255;1;1;25;1;255;Al-Faisaly FC;39;1;49;-1;205215;2;11;-1;2;112990;64;67;66;69;1;45;71;65;65;36;205215;1;9;45;189819;1;49;2;205215;112389;0;0;0;210156;0;205215;0;0;0;0;68;2300000;66;66;79;3;205215;205215;0;2;0;-1;45;70
112390;240;1;1;1;1;255;153;25;255;153;Al-Fateh FC;39;255;48;-1;188000;2;14;-1;2;112883;65;64;67;66;1;49;51;62;63;48;188000;2;74;65;188000;0;46;4;188000;112390;0;2;0;209565;0;211212;0;0;0;0;50;2400000;48;64;46;3;188000;188000;0;3;0;-1;72;66
112391;240;1;153;1;255;153;1;26;153;128;Al-Qadisiyah FC;1;153;43;-1;228627;2;2;-1;2;112096;65;65;66;62;1;50;53;64;63;65;228627;1;1;58;228627;1;52;4;228627;112391;0;1;0;241850;0;228627;0;0;0;0;51;1500000;65;65;52;3;241850;228627;0;1;0;-1;58;62
112392;240;1;255;1;1;255;1;26;255;1;Al-Raed FC;39;255;47;-1;210786;2;4;-1;2;71;65;64;64;71;1;43;67;64;65;64;210786;1;133;55;210786;1;59;4;210786;112392;0;2;0;210786;0;210786;0;0;0;0;70;1800000;74;65;69;3;210786;210786;0;1;0;-1;55;68
112393;240;204;255;204;1;1;1;26;1;1;Al-Taawoun FC;39;1;48;-1;209218;2;5;-1;2;112392;63;65;64;65;1;43;50;64;64;52;209218;1;17;35;209218;1;51;4;209218;112393;0;0;0;209218;0;209218;0;0;0;1;53;1700000;52;65;51;3;209218;209218;0;2;0;-1;65;65
112398;202;255;255;1;1;255;255;45;0;1;Vercelli;1;0;48;-1;209594;2;4;-1;2;112225;66;67;69;65;1;8;52;67;65;59;178425;0;64;53;209594;1;68;2;209594;112398;0;2;0;209594;0;209594;0;0;0;1;50;1500000;59;66;68;1;209594;209594;0;1;0;-1;62;66
112408;45;1;255;255;255;204;1;21;204;255;Al-Wehdah Club;39;204;42;-1;214255;2;6;-1;2;607;61;64;61;64;1;39;50;63;63;50;210748;2;1;47;232335;0;45;5;232335;112408;0;2;0;210748;0;232335;0;0;0;0;55;2000000;50;63;50;3;209001;214255;0;1;0;-1;50;66
112425;51;255;255;255;0;245;0;56;245;0;Hobro IK;1;0;45;-1;227866;2;1;-1;2;1786;63;64;63;68;1;9;50;64;64;62;164637;2;72;36;155517;1;62;2;196064;112425;0;2;0;227866;0;227866;0;0;0;0;49;650000;62;64;62;1;227866;227866;0;0;0;-1;76;68
112427;240;33;255;1;1;255;46;-33;255;1;WS Wanderers;1;255;47;-1;200107;2;15;-1;2;111400;64;66;65;68;1;151;51;66;65;33;200107;2;134;34;143101;1;48;2;143101;112427;0;0;0;180753;1;200107;0;0;0;1;52;2000000;33;66;48;10;180753;200107;0;6;0;-1;74;69
