playerid;firstname;lastname;nationid;birthdate
274301;Ilgar;Çabuk;48;152444
240754;Youcef;Atal;97;151061
247771;Olivier;Deman;7;152481
232344;Emanuel;Dening;52;148187
207725;Mike;van der Hoorn;34;149751
212231;Tobias;Pereira Figueiredo;38;150226
193143;Roderick J.;Gonçalves Miranda;38;149186
229797;Hamdou;Elhouni;123;150236
228835;Fabian;Kunze;21;151819
224067;Jeppe;Tverskov;13;149899
246158;Mads;Hermansen;13;152577
211597;George;Glendon;50;150681
213408;Ryan;Boot;14;150506
181307;Philip;Haglund;46;147717
207860;Aaron;Maund;95;148994
212591;Walker;Zimmerman;95;149967
224891;Rafael António;Figueiredo Ramos;38;150567
261529;Daniil;Fomin;40;151350
237252;Jakob;Nerwinski;95;150482
213337;Ismael;Silva Lima;54;150528
216313;Aleksandar;Miljković;51;148789
220531;Igor;Łasicki;37;150735
240350;Felipe;Barrientos;55;151354
212377;Mario;Osuna;83;148234
223223;Kévin;Vandendriessche;18;148586
226729;Anthony;Swolfs;7;151618
228261;Valtteri;Moren;17;149263
228349;Mërgim;Vojvoda;219;150590
231436;Grady;Diangana;110;151732
248169;Tomáš;Vlček;12;152809
193344;Pascal;Schürpf;47;148563
223550;Jonas;Omlin;47;150203
262212;Henning;Matriciani;21;152458
234242;Corey;O'Keeffe;25;151810
222404;Mathias;Normann;36;151072
235907;Thomas;Elsebutangen;36;151742
208453;Kevin;Farragher;25;150006
244757;Augusto;Schott;52;152401
239538;Tom;McIntyre;42;151964
214784;Jorge;Pereyra Díaz;52;148949
242482;Emanuel;Coronel;52;151321
259537;Mateo;Coronel;52;151951
193602;Maximiliano;Coronel;52;148485
241001;Fran;Brener;52;151800
169972;Yuval;Shpungin;26;147729
271980;William;Clem;13;154017
262710;Mathieu;Cachbach;7;152893
270889;Jonathan;Arriba Monroy;45;153055
236242;Diego;Wayar;53;150116
239572;Bhongolwethu;Jayiya;140;148812
258784;Carlo;Boukhalfa;21;152142
271812;Marwan;Kabha;26;149151
242377;David;Loaiza;56;150104
214226;Raúl;Loaiza;56;150352
225964;Jorge;Carrascal;56;151799
214366;Rafael;Carrascal;56;149793
273509;Marcio;de Sousa;54;150717
258093;Million;Manhoef;34;153118
208977;Fahad;Al Muwallad;183;150450
212039;Saeed;Al Muwallad;183;149165
239840;Khaled Yaslam;Al Muwallad;183;150738
209218;Jehad;Al Hussien;186;146021
242552;Yerkebulan;Seydakhmet;165;152419
231351;Yerko;Urra;55;151114
272650;Shlomi;Azulai;26;148821
211887;Luka;Odak;10;148693
224128;Dimitrios;Ferfelis;21;149923
238657;Marc;Heider;21;147409
239566;Justin;Schau;21;151918
240113;Leon;Demaj;21;151621
271201;Ofer;Verta;26;148875
230968;Matej;Jelić;10;149041
196037;Hichem;Essifi;145;147694
242352;Abdulquddus;Attiah;183;151349
215243;Fernando;Elizari;52;149192
254551;Georges;Mikautadze;20;152689
221447;Jalen;Robinson;95;150321
206518;Callum;Robinson;25;150591
225778;Tyrell;Robinson;14;151548
255031;Robbie;Robinson;95;152005
229348;Antonee;Robinson;95;151509
237255;Miles;Robinson;95;151362
245865;Stefan;Bajic;18;153107
217050;Roderick;Miller;87;149556
231929;George;Miller;14;151877
247648;Kamal;Miller;70;151425
223580;Ricky;Miller;14;148439
225364;Will;Miller;14;151083
221656;Eric;Miller;95;149843
242322;Mickel;Miller;14;150894
231878;Tyler;Miller;95;149899
193780;Izet;Hajrović;8;149313
202849;Jannik;Vestergaard;13;149678
209958;Dustin;Bomheuer;21;149204
193107;Paulo Victor;Vidotti;54;147648
222825;Chadrac;Akolo;110;150649
234986;Panagiotis;Retsos;22;151875
235167;Vitaly;Janelt;21;151784
214877;Henrik;Bjørdal;36;151324
242835;Leonardo;Balerdi;52;152045
225955;Marko;Kvasina;4;151278
227633;Bart;Ramselaar;34;151104
204354;Jak;Alnwick;14;149996
228860;Hidde;Jurjus;34;150233
238816;Cameron;Peters;14;152069
240762;Jayden;Cotterill;14;152086
213388;Flavien;Tait;18;149861
221740;Enzo;Crivelli;18;150595
226403;Federico;Crivelli;52;145838
225126;Ellyes;Skhiri;145;150688
203841;Nick;Pope;14;149572
208834;Baptiste;Aloé;18;150373
220621;Saïd;Benrahma;97;150780
225150;Alexis;Araujo;38;151265
253163;Ronald;Araujo;60;152085
208844;Marcos Vinícius;Araujo;54;150553
226002;Miguel;Araujo;59;150490
247678;Julian;Araujo;83;152975
203276;Héber;Araujo;54;149319
192041;Néstor;Araujo;83;149338
236477;Alexis;Claude-Maurice;18;151811
210140;Abdullah;Al Mayouf;183;147659
250764;Alexis;Antunes;47;152597
247458;Álex;Sola;45;152179
243976;Alejandro;Catena Marugán;45;150494
278910;Jinzhao;Chu;155;149839
260044;Lautaro;de León Billar;60;152790
224967;Mamadou;Sylla;136;150272
256743;Abdoulaye;Sylla;112;152485
212282;Issiaga;Sylla;118;150194
270072;Morlaye;Sylla;118;151862
224464;Salimo;Sylla;18;150218
269003;Abakar;Sylla;108;153474
237708;Moussa;Sylla;18;152348
270071;Habib;Sylla;108;152062
266339;Sekou;Sylla;126;152028
212846;Reece;Flanagan;14;150485
228520;Ezequiel;Ávila;52;150230
214341;Jonathan;Ávila;56;149402
218846;Edwin;Ávila;56;147538
236850;Felipe;Ávila;56;150223
239942;Andrés;Ávila;83;151775
196848;Írven;Ávila;59;148915
241262;Vincenzo;Millico;27;152609
234231;Mohamed;Djetei;103;150423
252027;Aster;Vranckx;7;153392
233835;Patryk;Szysz;37;151745
219715;Raffaele;Di Gennaro;27;150104
202024;Remo;Freuler;47;149568
225652;George;Puşcaş;39;151022
228882;Simone;Pontisso;27;151368
240175;Bruno André;Cavaco Jordão;38;151939
220065;Ettore;Gliozzi;27;150824
240360;Alessandro;Polidori;27;149517
264869;Félix;Lemaréchal;18;153699
244889;Charles;Vanhoutte;7;151913
274349;Bahadır;Gölgeli;48;153662
258485;Filip;Jörgensen;13;153221
269862;Valon;Ethemi;1;151565
194022;André Gomes;Magalhães Almeida;38;148985
203774;Welthon;Fiel Sampaio;54;149635
209532;Daniel;Bachmann;4;150383
224094;Janik;Bachmann;21;151050
260745;Jeremy;Antonisse;85;153203
204298;Frederik;Due;13;149662
228419;Mads;Juel Andersen;13;151650
205533;Alexander;Juel Andersen;13;149126
225931;Mikkel;Duelund;13;151469
179616;Lenell;John-Lewis;14;148504
200779;Jonson;Clarke-Harris;82;150395
206263;Tom;Hopper;14;150176
215211;Baily;Cargill;14;150744
220994;Jack;Bridge;14;150822
222916;Josh;Ginnelly;14;151372
216271;Joost;van Aken;34;150326
240455;Billy;Sass-Davies;50;152432
208432;Tom;Pettersson;46;148816
236823;Isak;Pettersson;46;151446
243133;Joe;Scally;95;153480
220575;Victor;Pagliari Giro;54;150262
231509;Anton;Cajtoft;46;150237
211086;Khalid;Kadyrov;40;150302
240268;Abubakar;Kadyrov;40;151162
204043;Emir;Dilaver;4;149224
239536;Łukasz;Kosakiewicz;37;148994
255634;Georgios;Vagiannidis;22;153005
214817;Ángelo;Sagal;55;149936
234651;David;Stec;4;150323
250800;Marvin;Tshibuabua;18;153274
209890;Yroundu;Musavu-King;115;149470
210962;Tony;Dingwall;42;150399
248203;Ahmed;Fatouh;111;151735
207558;Martin;Broberg;46;148999
238091;Christian Dahle;Borchgrevink;36;152150
211978;Sean;Hoare;25;150267
237969;Shane;Blaney;25;152039
238331;Lucas;Blondel;52;151181
272781;Eliesse;Ben Seghir;18;154258
263604;Salim;Ben Seghir;18;153535
257084;Lesley;Ugochukwu;18;153931
216050;Alejandro;Gagliardi;52;148585
227785;Cristian;Guanca;52;149913
239837;Alexis;Mac Allister;52;152012
233230;Kevin;Mac Allister;52;151600
232826;Francis;Mac Allister;52;150861
259461;Fedde;De Jong;34;153644
186648;Tamás;Kádár;23;148805
258484;Gabriele;Ferrarini;27;152484
211328;Alexis;Rolin;60;148405
216972;Rasim;Ramaldanov;5;147446
263646;Álvaro;Bastida Moya;45;153978
237055;Oleksandr;Zubkov;49;151139
273122;Ali;Hamoudi;161;147351
279156;Shuai;Pei;155;149842
278099;Yuwen;Pei;155;147091
268014;Vitor;Feijão;54;151137
208284;Giorgos;Bantis;22;147026
172063;Jade;North;195;145817
200107;Roly;Bonevacia;85;149378
211395;Abdullah;Al Salem;183;149816
234059;Jhon;Chancellor;61;149464
235814;Romario;Benzar;39;149548
239077;Thomas;Hagn;21;150617
213124;Tomislav;Gomelt;10;150565
205463;Marco;Thiede;21;149603
237254;Kévin;Denkey;144;152719
241473;Gonzalo;Guijarro Rodríguez;45;150924
231186;Igor;Leontyev;40;150270
233517;Alexey;Tataev;40;151935
242231;Inih;Effiong;14;149158
235405;Dara;O'Shea;25;152082
239495;Shinta;Appelkamp;163;152690
209196;Philipp;Ziereis;21;149901
210723;Niko;Gießelmann;21;149366
255699;Erik;Jirka;43;151551
229558;Dayot;Upamecano;18;151954
233097;Rick;van Drongelen;34;152008
246316;Yuki;Soma;163;151345
251238;Julio César;Irrazabal;58;145409
236037;Pelle;Clement;34;151063
234740;Mohamed;El Hankouri;129;151471
253551;Jorge;Morel;58;151676
223624;Jaílton Alves;Miranda;104;148581
214988;Leonel;Miranda;52;150200
233508;Bruno;Miranda;53;151695
254131;Matías;Miranda;52;152510
273367;Rafael;Forster;54;148936
213318;Jordon;Forster;42;150094
246329;Mounaïm;El Idrissy;18;152060
208885;Alassane;N'Diaye;18;149262
205692;Ousmane;N'Diaye;136;149328
190635;Mamoutou;N'Diaye;126;148806
188879;Alfred;N'Diaye;136;148797
255352;Francesco;Lo Celso;52;152449
226226;Giovani;Lo Celso;52;151023
228616;Dimitry;Bertaud;18;151811
229011;Kévin;N'Doram;18;150945
258374;Brahima;Diarra;126;153666
233373;Stéphane;Diarra;108;151997
241032;Souleymane;Diarra;126;150588
250725;Moussa;Diarra;126;152699
264293;Habib;Diarra;18;153848
244438;Youba;Diarra;126;151737
148403;Luíz Carlos;Martins Moreira;54;147092
261446;Mehmet-Can; Aydin;21;153155
210749;César;Blackman;87;151746
193023;Andre;Blackman;14;149046
221923;Carlos;Martín Vigaray;45;150443
207942;Stéfano;Souza;54;149109
221410;Odair;Souza;54;145845
275611;Yago;Souza;54;149619
262929;Vinícius;Souza;54;152187
181114;Elicarlos;Souza;54;147065
241140;Francisco;López Manzanera;45;151179
277636;Rareş;Burnete;39;153876
214317;Daniel;Malhue;55;150602
188931;Alejandro;Bergantiños García;45;147064
200727;Carlos Javier;Delgado Rodríguez;45;148844
272357;Lucas; Rosa;54;152478
264044;Mattia;Viti;27;153139
137373;Massimiliano;Mangraviti;27;151678
235004;Gastón;Suso;52;149168
233037;Óscar;Camilo;56;150647
240626;Matteo;Solini;27;149896
256781;Luca;Netz;21;153615
240573;Matteo;Procopio;27;151109
242688;Gustavo;Carvajal;56;152553
214435;Esteban;Carvajal;55;148323
204963;Daniel;Carvajal;45;149473
256832;Onurhan;Babuscu;4;153728
225305;Sinan;Gümüş;21;150208
246118;Umut;Meraş;48;150912
255371;Marcos Paulo;Costa do Nascimento;38;152782
241991;Fernando;Ruíz;83;151238
226271;Fabián;Ruíz;45;151017
231868;Leonardo;Ruíz;56;151032
265505;Óscar;Ruíz;58;149231
260817;Luis;Ruíz;61;151504
176844;Gerado;Ruíz;83;150806
50006;Mahlon;Romeo;63;150820
239657;Ricardo José;da Silva Fernandes;38;150494
212643;Paweł;Cibicki;46;150202
204163;Jores;Okore;13;149686
255223;Amine;Adli;129;152515
243627;Yacine;Adli;18;152595
234482;Jesper;Christjansen;13;147999
234488;Mikkel;Rygaard;13;149091
225001;Kyle;Wootton;14;151208
234412;Ashley;Nadesan;14;150445
237175;Lewis;Freestone;14;152318
223902;Tom;Pett;14;149434
240708;Tom;Knowles;14;151924
231684;Joe;Knowles;14;151115
223857;Oscar;Salinas;55;148179
214065;Hans;Salinas;55;148845
186715;Shea;Salinas;95;147446
274000;Elias;Saad;145;152380
212807;Kekuta;Manneh;116;150557
221206;Daniel;Björnquist;46;148375
252508;Kacper;Kozłowski;37;153769
244799;Pol;Moreno Sánchez;45;150322
206273;Oleg;Shatov;40;148942
262740;Marco;Pašalić;10;152642
223273;Mario;Pašalić;10;150598
228674;Georgiy;Tigiev;40;150704
234974;Dávid;Guba;43;149277
243571;Bambo;Diaby;136;151640
269565;Souleymane;Diaby;108;152300
241852;Moussa;Diaby;18;152207
248831;Mohamed;Diaby;18;151170
229167;Milot;Rashica;219;151103
210374;Juan Pablo;Vigón;83;149298
217242;Yuya;Kubo;163;150186
237681;Takefusa;Kubo;163;152540
230690;Maxime;Dominguez;47;150955
213687;Liam;Grimshaw;14;150591
224947;Daniel;Grimshaw;14;151670
172232;Joona;Toivio;17;148071
225998;Aaron;McEneff;25;150748
254859;Alex;Mighten;14;153216
215076;Lorenzo;Faravelli;52;149916
238545;Firas;Al Birekan;183;152519
224876;Marcos;Curado;52;150687
247121;Luis;Barraza;95;151236
233924;Maximiliano;Lovera;52;152087
235176;Christian;Bernardi;52;148801
241121;Fernando;Asmar;52;152214
279502;Peng;Lü;155;148668
278039;Wenjun;Lü;155;148437
279278;Wei;Lü;155;148385
191570;Zheng;Lü;155;146962
238232;Kwang Song;Han;166;151908
232245;Ji Won;Han;167;150292
211004;Kook Young;Han;167;148841
221845;Rongze;Han;155;149843
278102;Guanghui;Han;155;148025
278464;Zilong;Han;155;150289
231942;Chan Hee;Han;167;151365
278147;Feng;Han;155;146514
232338;Hee Hoon;Han;167;148954
222697;Seok Jong;Han;167;149663
279681;Qingsong;Han;155;147975
237098;Seung Gyu;Han;167;151193
232256;Pengfei;Han;155;149946
202994;Kyo Won;Han;167;148898
191921;Sang Wun;Han;167;147394
228116;Arquímedes;Figuera;61;148646
234171;Roland;Sallai;23;151431
239437;Philani;Zulu;140;149722
214916;Fernando;Cordero;55;147874
232194;Salvador;Cordero;55;150994
235991;Nicolás;Cordero;52;152120
260405;Pedro;Cordero;61;147207
272411;Daniel;Linárez;61;149545
273014;Mohammad;Roshandel;161;150741
264820;Facundo;Batista;60;152035
241564;Matías;Rosas;55;151686
255594;Koki;Saito;163;152972
199412;Sebastião;de Freitas Couto;54;149622
204782;Samed;Yesil;21;150338
209490;Nikos;Melissas;22;149883
272015;Moisse;Adilehou;99;150863
240409;Dimitrios;Kolovetsios;22;149752
213333;Osama;Ashoor;183;148739
236452;Daniel;Lalhlimpuia;159;151544
222987;Hotaru;Yamaguchi;163;149011
209660;Stefano;Magnasco;55;149734
209844;Mounir;Bouziane;18;149133
234382;Niklas;Landgraf;21;150984
242389;Rafael Avelino;Pinto Barbosa;38;151012
207499;Tom;Boere;34;149791
243914;Efkan;Bekiroglu;21;150815
259101;Jusuf;Gazibegović;8;152455
231874;Jannes;Horn;21;151326
175941;Jørgen;Horn;36;147794
200316;Timo;Horn;21;149960
234722;Zinédine;Ould Khaled;18;152398
251912;Zinédine;Ould Khaled;18;152398
270017;Tomi;Horvat;44;152102
213868;Jean-Charles;Castelletto;103;150584
223011;Francois-Joseph;Sollacaro;18;150273
243876;Mads;Frøkjær-Jensen;13;152229
226879;Léiner;Escalante;56;149449
219391;Gonzalo;Escalante;52;149914
239683;Omer;Escalante;56;149206
199369;Dionicio;Escalante;83;148864
223498;Emanuel;Cecchini;52;151282
259377;Yéremy;Pino;45;153408
265800;Ferran;Jutglà;45;152051
269089;José;Martínez Marsà;45;153178
244629;Filip;Uremović;10;151331
202079;Davor;Blazevic;46;149866
193550;Beram;Kayal;26;148124
229083;Christian;Jakobsen;13;149914
225735;Dominic;Baumann;21;150672
230849;Ignacio Agustín;Sánchez Romo;45;149870
187324;Maurício;Santos Nascimento;54;148265
205554;Lukáš;Zima;12;150202
255687;David;Zima;12;152697
236368;Giulio;Maggiore;27;151725
259204;Endri;Çekiçi;1;151251
255693;Anthony;Uzodimma;133;152126
223045;Uğur;Çiftçi;48;149587
223289;Muhammed Enes;Durmuş;48;151297
234049;Babacar;Niasse;136;151278
208339;Oumar;Niasse;136;148840
248661;Cheikh;Niasse;136;152403
194916;António Filipe;Norinho de Carvalho;38;147010
258407;Brandon;Soppy;18;153167
209621;Mattheus A.;Gama de Oliveira;54;150381
212230;Iuri José;Picanço Medeiros;38;150384
213665;Jordan;Houghton;14;150871
220045;Connor;Mahoney;14;151332
187899;Amadou;Jawo;46;146810
204542;Yoshimar;Yotún;59;148829
213512;Guðmundur;Þórarinsson;24;149568
221657;Tesho;Akindele;70;149339
228657;Zachary;Herivaux;80;150955
259442;Rav;van den Berg;34;154012
216336;Yuriy;Lodygin;40;148878
219825;Islamnur;Abdulavov;40;150259
234980;Yevgen;Shakhov;49;148978
239463;Vitaliy;Shakhov;40;149106
169509;Jarosław;Fojut;37;147926
256118;Yannik;Keitel;21;152430
208898;Daniel;Łukasik;37;149215
226790;Wilfred;Ndidi;133;151274
256831;Dennis;Cirkin;14;153211
215292;Martín;Cauteruccio;60;147740
222671;Everaldo;Stum;54;149283
254019;Nicholas;Gioacchini;95;152591
227591;Alexis;Canelo;52;149496
228454;Mohamed;Ofkir;36;151140
229303;Bryan;Colula;83;151020
229606;Victorien;Angban;108;151196
232900;Christoph;Monschein;4;149758
194725;Jaroslaw;Lindner;37;148181
193247;Heinz;Lindner;4;148930
247103;Dávid;Hancko;43;151636
257072;Henrik;Heggheim;36;152862
201329;Thomas Kind;Bendiksen;36;148587
255197;Nicolás;Morgantini;52;150447
206649;Alexis;Henríquez;56;146207
231222;Fabián;Henríquez;52;150717
210296;Ángelo;Henríquez;55;150296
212621;Oswaldo;Henríquez;56;148436
232067;Neri;Bandiera;52;148551
274415;Renato;Solís;59;151682
232003;Miguel;Solís;56;146272
191338;Jasur;Khasanov;191;146389
235684;Míguez;Rak;60;150058
207785;Thabo;Matlaba;140;147983
272331;Mohammad Jumaa;Al-Alawi;182;147446
273700;Evgeni;Postinkov;40;147377
253290;Matías;Viña;60;151602
172395;Cristopher;Meléndez;81;151618
264580;Thales;de Matos;54;149924
167683;Maicosuel;de Matos;54;147438
208263;Michalis;Boukouvalas;22;148015
232489;Yoshiaki;Komai;163;149620
162388;Kazuhiko;Chiba;163;147078
185409;Zhambyl;Kukeev;165;148265
213902;Alef;dos Santos Saldanha;54;150586
214294;Esteban;Pavez;55;148853
214280;Luis;Pavez;55;150818
224165;José;Huentelaf;55;148389
212980;Berkay;Dabanli;48;148910
233052;Jacob;Maddox;14;151961
210824;Fabien;Tchenkoua;18;149737
204492;Pascal;Breier;21;149495
241244;Ryan;Strain;195;151381
241686;Manuel;Vallejo Galván;45;151334
242045;Majeed;Ashimeru;117;151572
236661;Christoph;Klarer;4;152550
212683;Jamille;Matt;82;148660
214947;Jean-Philippe;Gbamin;108;150826
216275;Phillipp;Mwene;4;150222
244050;Wouter;Burger;34;152797
224433;Korbinian;Burger;21;150675
238668;Marcel;Hofrath;21;149908
269248;Derry;Murkin;14;152227
184237;Leroy;Labylle;7;149167
216633;Ögmundur;Kristinsson;24;148537
226436;Hidde;ter Avest;34;151429
240638;Tijjani;Reijnders;34;151864
243589;Alex;Cochrane;14;152496
232411;Christopher;Nkunku;18;151607
216229;Rémy;Dugimont;18;147453
234515;Jordan;Lefort;18;150049
234710;Didier;Lamkel Ze;103;151184
233585;Lincoln Henrique;Oliveira dos Santos;54;151965
222225;Strahil;Popov;9;148975
245132;Denys;Popov;49;152067
185373;Ivelin;Popov;9;147935
243080;Carlos Isaac;Muñoz Obejero;45;151774
226287;Caye;Quintana;45;150182
242185;Yeferson;Quintana;60;151031
234458;Carlos;Quintana;52;148042
213133;Daniel;Quintana;45;147703
235375;Aldair;Quintana;56;150385
210653;Luis;Quintana;83;149496
235212;Achraf;Hakimi;129;151962
209695;Eugeni;Valderrama Domènech;45;150393
278349;Dean;Huijsen;34;154315
212153;Roberto;Gagliardini;27;150290
240734;Matthew;O'Riley;13;152710
235520;Rafael Sebastián;Mújica García;45;151956
238223;Bruce;Bvuma;140;150693
245131;Georgiy;Tsitaishvili;20;152707
224149;Rubio;Rubin;78;150984
192823;Archimede;Morleo;27;146444
203915;Emanuele;Padella;27;148269
219956;Pietro;Ceccaroni;27;150913
251988;Andrea;Colpani;27;152150
248149;Michał;Karbownik;37;152822
269423;Derick Theodoro;Santos Poloni;54;150072
216452;Gonçalo;Mendes Paciência;38;150406
257969;Weverson;Moreira da Costa;54;152571
223623;Alex;Kakuba;146;149260
228768;Alexandre;Costa Silva;38;151364
262986;Tomás;Costa Silva;38;152307
268611;Joel;Ordoñez;57;153957
240523;Charles Chinedu;Ezeh;133;151611
240459;Chidera;Ezeh;133;151564
210697;Christian;Nørgaard;13;150262
241018;Frederik;Nørgaard;13;152076
205582;Anthony;Forde;25;150148
238368;John;McAtee;14;152223
264349;James;McAtee;14;153406
261098;Oliver;Zandén;46;152976
234074;Ryan;Tierney;42;151684
226491;Kieran;Tierney;42;151445
239188;James;Tierney;25;151901
220659;Josh;Brownhill;14;150911
208371;Mohammed;Saeid;46;149090
221684;Ben;Sweat;95;149344
226777;Cyle;Larin;70;150665
242334;Jaylin;Lindsey;95;152471
237385;Ian;Harkes;95;150625
187590;Zaur;Sadaev;40;148677
202703;Ondřej;Vaněk;12;148918
240226;Magomed-Shapi;Suleymanov;40;152369
201083;Michał;Kucharczyk;37;149176
205038;Frederik;Helstrup;13;149903
211070;Tomasz;Hołota;37;149124
261647;Andrew;Omobamidele;25;153289
240119;Konrad;Michalak;37;151551
209238;Jean Mota;Oliveira de Souza;54;150116
210489;Louis;Schaub;4;150556
222024;Tino;Casali;4;150876
225149;Jean;Butez;18;150717
228715;Benjamin;Van Durmen;7;151368
240986;Michael;Cheukoua;103;151302
238332;Enzo;Copetti;52;150939
218587;Niall;Keown;25;150653
219466;Birger;Meling;36;150544
227869;William;Kurtovic;46;151097
235161;Josh;Maja;133;152015
223091;Regan;Donelon;25;151031
199727;Mário Sérgio;Santos Costa;54;150128
212509;Carlos;Ascues;59;149633
233477;Matic;Črnic;44;149626
272915;Filip;Havelka;12;151675
271441;Roman;Potocny;12;149212
262224;Jovan;Popzlatanov;19;151111
214021;Fáiner;Torijano;56;148245
214200;Juan;Zuluaga;56;149994
258712;Celton;Ansumane Biai;38;152610
260236;Dorgeles;Nene;126;153472
264280;Tiago Filipe;Alves Araújo;38;152836
275605;Elias;Curzel;54;150756
221421;Sandi;Križman;10;148596
239992;Goran;Paracki;10;147657
209572;Abdullah;Al Owayshir;183;149230
248188;Song;Min Kyu;167;152274
271701;Stéphane;Lambèse;80;150688
269036;Igor;Aleksovski;19;150613
224716;Viktor;Götesson;46;150753
242308;Ibrahim;Chenihi;97;148756
241496;Timothy;Weah;95;152437
224336;Taras;Romanczuk;37;149415
229476;Waldemar;Anton;21;151125
222224;Paul;Anton;39;149227
226179;Maximilian;Sauer;21;150328
277482;Leo;Sauer;43;154561
231823;Justin;Hoogma;34;151816
235422;Francisco H.Sol;Kim;167;149233
232402;Woo Suk;Kim;167;151140
232216;Gyeong Jae;Kim;167;150033
208194;Kyung Jung;Kim;167;149203
233018;Dae Won;Kim;167;151330
212347;Young Chan;Kim;167;150075
212914;Gyeong Min;Kim;167;148959
237457;Moo Gun;Kim;167;151400
231910;Gun Hee;Kim;167;150611
238351;Dong Min;Kim;167;150413
237027;Bo Seop;Kim;167;151665
240823;Min Jun;Kim;167;150217
221647;Yong Hwan;Kim;167;149973
208047;In Seong;Kim;167;148619
228464;Jin Hyuk;Kim;167;149982
227787;Jong Woo;Kim;167;150102
238287;Gyeong Joon;Kim;167;151198
226650;Won Gun;Kim;167;149584
222051;Dae Jung;Kim;167;149749
212818;Do Hyung;Kim;167;149011
227789;Seung Joon;Kim;167;150447
206520;Won Sik;Kim;167;149406
237977;Han Gil;Kim;167;150730
231912;Geon Ung;Kim;167;151530
237091;Hyeon Wook;Kim;167;150731
236586;Jin Ya;Kim;167;151835
228067;Tae Ho;Kim;167;149619
244800;Moon-Hwan;Kim;167;150771
212438;Dae Gyeong;Kim;167;149342
212431;Nam Chun;Kim;167;148476
233552;Jung Hwan;Kim;167;151293
226651;Min Hyeok;Kim;167;149691
218471;Min Woo;Kim;167;148788
231935;Roman;Kim;40;151139
238088;Hyun Tae;Kim;167;150511
212791;Seung Dae;Kim;167;149188
222582;Yeong Bin;Kim;167;149360
233285;Si Woo;Kim;167;151466
213317;Jin Su;Kim;167;149627
203005;Jin Hwan;Kim;167;148427
202502;Byeong Oh;Kim;167;148544
202311;Eun Sun;Kim;167;148091
200597;Do Youp;Kim;167;148332
176296;Tae Youn;Kim;167;147477
199183;Bo Kyung;Kim;167;148646
201936;Jin Hyeon;Kim;167;147823
202749;Oh Gyu;Kim;167;148538
202301;Ho Nam;Kim;167;148532
202292;Soo Beom;Kim;167;149007
201932;Dong Woo;Kim;167;148037
200574;Won Il;Kim;167;147562
199262;Young Wook;Kim;167;149216
199231;Tae Hwan;Kim;167;148572
191944;Sung Joon;Kim;167;148100
191910;Shin Wook;Kim;167;148106
187171;Ho Jun;Kim;167;146713
184900;Kwang Suk;Kim;167;146218
180284;Dong Suk;Kim;167;147721
176368;Chang Soo;Kim;167;147161
165867;Jae Sung;Kim;167;146451
155352;Seung Yong;Kim;167;146979
203002;Kee Hee;Kim;167;148561
201528;Young Gwon;Kim;167;148790
191868;Ju Young;Kim;167;148192
240193;Elvis;Rexhbecaj;219;151594
209447;Elson;Hooi;85;149371
224213;Tyronne;Ebuehi;133;150908
235154;Jair;Oosterlen;34;151390
72363;Nemanja;Stojić;51;151669
204612;Ole Kristian;Selnæs;36;150381
205257;Naïm;Sliti;145;149671
209329;Matheus;Dória Macedo;54;150505
242919;Tayyib;Sanuç;48;152370
229200;Florian;Le Joncour;18;150592
235569;Tanguy;Ndombele;18;151286
236817;Habib;Maïga;108;150924
225863;Olivier;Boscagli;18;151611
225028;Nemanja;Radoja;51;149865
205212;David;Ferreiro Quiroga;45;148093
193930;Etien;Velikonja;44;148362
229528;Mykola;Matvienko;49;151046
219730;Bryan;Gil;45;152792
235876;Nicolás;Gil;56;151380
230794;Ignacio;Gil;45;150810
269224;Iván;Gil;45;152402
225868;David;Gil;45;150204
216020;Leonardo;Gil;52;149248
214759;Ronald;de la Fuente;55;149122
257025;Konrad;de la Fuente;95;152947
240589;Miguel;de la Fuente;45;152265
241127;Gonzalo;Pereira Cejudo;45;151334
138956;Giorgio;Chiellini;27;146767
216072;Gaetano;Letizia;27;148912
238336;Joe;Rankin-Costello;14;152226
251762;Salvatore;Elia;27;152200
251532;Meschack;Elia;110;151507
200701;Giacomo;Beretta;27;146815
254129;Christian;Makoun;61;152449
244068;Keven;Schlotterbeck;21;151407
247819;Nico;Schlotterbeck;21;152354
210880;Riccardo;Fiamozzi;27;149966
211189;Biagio;Meccariello;27;149183
216079;Antonio;Di Gaudio;27;148595
239573;Marco;Bleve;27;150849
263205;Barış Alper;Yılmaz;48;152528
271718;Recep Burak;Yılmaz;48;150889
252208;Rıdvan;Yılmaz;48;152891
254296;Kartal;Yılmaz;48;152693
252302;Yasser;Larouci;18;152751
205362;Matija;Nastasić;51;149915
191390;Fabrice;N'Sakala;110;148934
231562;Eder;Chaux;56;149451
219576;Rodrigo;Battaglia;52;149290
251994;Tiago Alexandre;de Sousa Esgaio;38;150771
231142;Nuno Miguel;Adro Tomás;38;150816
271917;Jorne;Spileers;7;154232
268117;Liam;van Gelderen;34;152830
234484;Lasse;Fosgaard;13;147520
211623;Ryan;Colclough;14;150554
240566;Jez;Bedford;14;152060
227498;Kaiyne;Woolery;14;150569
220031;Oliver;McBurnie;42;151079
206629;Andrew;Wenger;95;149091
207467;Marc;Pelosi;95;150361
225770;Kristopher;da Graca;46;151670
199563;Bekim;Balaj;1;149108
202690;Aslan;Dudiev;40;148898
214977;Matías;Kranevitter;52;149969
